Index, Title, Author, Rating, Score, Vote, Link, Author_Link, Image, Image_Small 
1, Poisoned: Snow White's Story, Mary Mecham, 4.73 avg rating - 66 ratings, 145, 2, https://www.goodreads.com/book/show/62335305-poisoned, https://www.goodreads.com/author/show/21013720.Mary_Mecham, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1662654122i/62335305.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1662654122i/62335305._SY75_.jpg
2, Ugly: The Stepsister's Story, Mary Mecham, 4.50 avg rating - 72 ratings, 143, 2, https://www.goodreads.com/book/show/63095420-ugly, https://www.goodreads.com/author/show/21013720.Mary_Mecham, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1666676556i/63095420.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1666676556i/63095420._SY75_.jpg
3, Mirrors of Ice (Bewitching Fairy Tales #2), Celeste Baxendell, 4.50 avg rating - 199 ratings, 100, 1, https://www.goodreads.com/book/show/57894695-mirrors-of-ice, https://www.goodreads.com/author/show/20953179.Celeste_Baxendell, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1619723133i/57894695.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1619723133i/57894695._SY75_.jpg
4, Selkie's Song (Love's Enchanted Tales #1), Kimberly A. Rogers, 4.15 avg rating - 105 ratings, 100, 1, https://www.goodreads.com/book/show/41748503-selkie-s-song, https://www.goodreads.com/author/show/13573575.Kimberly_A_Rogers, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1536512977i/41748503.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1536512977i/41748503._SY75_.jpg
5, The Dragon Princess: Sleeping Beauty Reimagined (The Forgotten Kingdom #1), Lichelle Slater, 3.88 avg rating - 467 ratings, 100, 1, https://www.goodreads.com/book/show/51986116-the-dragon-princess, https://www.goodreads.com/author/show/16150296.Lichelle_Slater, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1565971362l/51986116SY75_.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1565971362l/51986116._SX50_SY75_.jpg
6, Peaceweaver (Between Shade and Flame #1), Everly Haywood, 4.02 avg rating - 162 ratings, 100, 1, https://www.goodreads.com/book/show/62636219-peaceweaver, https://www.goodreads.com/author/show/21360678.Everly_Haywood, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1663590608i/62636219.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1663590608i/62636219._SY75_.jpg
7, Beasts of Beauty (Bewitching Fairy Tales #3), Celeste Baxendell, 4.40 avg rating - 156 ratings, 99, 1, https://www.goodreads.com/book/show/58688935-beasts-of-beauty, https://www.goodreads.com/author/show/20953179.Celeste_Baxendell, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1627941422i/58688935.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1627941422i/58688935._SY75_.jpg
8, Masquerade (Love's Enchanted Tales #3), Kimberly A. Rogers, 3.93 avg rating - 99 ratings, 99, 1, https://www.goodreads.com/book/show/41748490-masquerade, https://www.goodreads.com/author/show/13573575.Kimberly_A_Rogers, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1536512892i/41748490.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1536512892i/41748490._SY75_.jpg
9, The Sultan and the Storyteller (A Villain's Ever After #2), Lichelle Slater, 3.92 avg rating - 546 ratings, 99, 1, https://www.goodreads.com/book/show/58235375-the-sultan-and-the-storyteller, https://www.goodreads.com/author/show/16150296.Lichelle_Slater, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1625645511i/58235375.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1625645511i/58235375._SY75_.jpg
10, Almost There, Farrah Rochon, 4.19 avg rating - 2.753 ratings, 99, 1, https://www.goodreads.com/book/show/57189672-almost-there, https://www.goodreads.com/author/show/236656.Farrah_Rochon, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1650928556i/57189672.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1650928556i/57189672._SY75_.jpg
11, Stalks of Gold (Bewitching Fairy Tales #1), Celeste Baxendell, 3.92 avg rating - 252 ratings, 98, 1, https://www.goodreads.com/book/show/56218808-stalks-of-gold, https://www.goodreads.com/author/show/20953179.Celeste_Baxendell, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1607434613i/56218808.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1607434613i/56218808._SY75_.jpg
12, Cat's Gambit (Love's Enchanted Tales #4), Kimberly A. Rogers, 4.22 avg rating - 63 ratings, 98, 1, https://www.goodreads.com/book/show/41748591-cat-s-gambit, https://www.goodreads.com/author/show/13573575.Kimberly_A_Rogers, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1536513748i/41748591.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1536513748i/41748591._SY75_.jpg
13, The Siren Princess: Little Mermaid Reimagined (The Forgotten Kingdom #2), Lichelle Slater, 4.17 avg rating - 202 ratings, 98, 1, https://www.goodreads.com/book/show/52246826-the-siren-princess, https://www.goodreads.com/author/show/16150296.Lichelle_Slater, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1570067725l/52246826SY75_.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1570067725l/52246826._SX50_SY75_.jpg
14, The Wolf Gate: A Retelling of Little Red Riding Hood (Faerie Tale Romances #1.5), Hanna Sandvig, 3.94 avg rating - 306 ratings, 98, 1, https://www.goodreads.com/book/show/54875813-the-wolf-gate, https://www.goodreads.com/author/show/19139526.Hanna_Sandvig, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1597159746i/54875813.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1597159746i/54875813._SY75_.jpg
15, A Maiden of Snakes, Jane  McGarry, really liked it 4.00 avg rating - 25 ratings, 98, 1, https://www.goodreads.com/book/show/62157675-a-maiden-of-snakes, https://www.goodreads.com/author/show/13857680.Jane_McGarry, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1661814057i/62157675.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1661814057i/62157675._SY75_.jpg
16, Cinders of Glass (Bewitching Fairy Tales #4), Celeste Baxendell, 4.59 avg rating - 150 ratings, 97, 1, https://www.goodreads.com/book/show/59346577-cinders-of-glass, https://www.goodreads.com/author/show/20953179.Celeste_Baxendell, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1634192578i/59346577.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1634192578i/59346577._SX50_.jpg
17, Dragon's Maid (Love's Enchanted Tales #9), Kimberly A. Rogers, 4.20 avg rating - 60 ratings, 97, 1, https://www.goodreads.com/book/show/52775431-dragon-s-maid, https://www.goodreads.com/author/show/13573575.Kimberly_A_Rogers, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1561078588l/52775431SY75_.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1561078588l/52775431._SX50_SY75_.jpg
18, The Beast Princess: Beauty and the Beast Reimagined, Lichelle Slater, 4.12 avg rating - 172 ratings, 97, 1, https://www.goodreads.com/book/show/49524882-the-beast-princess, https://www.goodreads.com/author/show/16150296.Lichelle_Slater, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1576799135i/49524882.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1576799135i/49524882._SY75_.jpg
19, The Rose Gate (Faerie Tale Romances #1), Hanna Sandvig, 4.24 avg rating - 638 ratings, 97, 1, https://www.goodreads.com/book/show/45557169-the-rose-gate, https://www.goodreads.com/author/show/19139526.Hanna_Sandvig, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1557270818i/45557169.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1557270818i/45557169._SY75_.jpg
20, Songs of Stone (Bewitching Fairy Tales #5), Celeste Baxendell, 4.46 avg rating - 93 ratings, 96, 1, https://www.goodreads.com/book/show/60802931-songs-of-stone, https://www.goodreads.com/author/show/20953179.Celeste_Baxendell, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1649802059i/60802931.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1649802059i/60802931._SY75_.jpg
21, Spindle (Love's Enchanted Tales #5), Kimberly A. Rogers, 4.25 avg rating - 56 ratings, 96, 1, https://www.goodreads.com/book/show/42113991-spindle, https://www.goodreads.com/author/show/13573575.Kimberly_A_Rogers, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1538447352i/42113991.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1538447352i/42113991._SY75_.jpg
22, Daughter of Thieves (Sands of Wonder #1), Lichelle Slater, 4.24 avg rating - 97 ratings, 96, 1, https://www.goodreads.com/book/show/59640954-daughter-of-thieves, https://www.goodreads.com/author/show/16150296.Lichelle_Slater, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1637113692i/59640954.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1637113692i/59640954._SX50_.jpg
23, The Glass Gate: A Retelling of Cinderella (Faerie Tale Romances #2), Hanna Sandvig, 4.45 avg rating - 209 ratings, 96, 1, https://www.goodreads.com/book/show/60062540-the-glass-gate, https://www.goodreads.com/author/show/19139526.Hanna_Sandvig, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1641654594i/60062540.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1641654594i/60062540._SX50_.jpg
24, Shoes of Red (Bewitching Fairy Tales #0.5), Celeste Baxendell, 4.33 avg rating - 49 ratings, 95, 1, https://www.goodreads.com/book/show/57117268-shoes-of-red, https://www.goodreads.com/author/show/20953179.Celeste_Baxendell, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1613656367i/57117268.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1613656367i/57117268._SY75_.jpg
25, The Storyteller's Dragon (Love's Enchanted Tales #2), Kimberly A. Rogers, 3.91 avg rating - 90 ratings, 95, 1, https://www.goodreads.com/book/show/41748499-the-storyteller-s-dragon, https://www.goodreads.com/author/show/13573575.Kimberly_A_Rogers, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1536512953i/41748499.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1536512953i/41748499._SY75_.jpg
26, The Crown Prince (The Forgotten Kingdom Series Book 5), Lichelle Slater, 4.44 avg rating - 106 ratings, 95, 1, https://www.goodreads.com/book/show/54926735-the-crown-prince, https://www.goodreads.com/author/show/16150296.Lichelle_Slater, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1597431678i/54926735.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1597431678i/54926735._SY75_.jpg
27, The Lily Gate: A Retelling of The Frog Prince (Faerie Tale Romances #1.75), Hanna Sandvig, 4.26 avg rating - 200 ratings, 95, 1, https://www.goodreads.com/book/show/56227147-the-lily-gate, https://www.goodreads.com/author/show/19139526.Hanna_Sandvig, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1607482960i/56227147.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1607482960i/56227147._SY75_.jpg
28, Sands of Deceit (Bewitching Fairy Tales #6), Celeste Baxendell, 4.66 avg rating - 77 ratings, 94, 1, https://www.goodreads.com/book/show/61869606-sands-of-deceit, https://www.goodreads.com/author/show/20953179.Celeste_Baxendell, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1659731292i/61869606.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1659731292i/61869606._SY75_.jpg
29, Gryphons' Sister (Love's Enchanted Tales #7), Kimberly A. Rogers, 3.98 avg rating - 53 ratings, 94, 1, https://www.goodreads.com/book/show/43784792-gryphons-sister, https://www.goodreads.com/author/show/13573575.Kimberly_A_Rogers, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1548796382i/43784792.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1548796382i/43784792._SY75_.jpg
30, The Phoenix Princess: Snow White Reimagined (The Forgotten Kingdom Series Book 4), Lichelle Slater, 4.31 avg rating - 122 ratings, 94, 1, https://www.goodreads.com/book/show/53681179-the-phoenix-princess, https://www.goodreads.com/author/show/16150296.Lichelle_Slater, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1590890102i/53681179.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1590890102i/53681179._SY75_.jpg
31, Beauty and the Beast (Timeless Fairy Tales #1), K.M. Shea, 4.10 avg rating - 7.949 ratings, 94, 1, https://www.goodreads.com/book/show/34115450-beauty-and-the-beast, https://www.goodreads.com/author/show/6893644.K_M_Shea, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1486238610i/34115450.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1486238610i/34115450._SY75_.jpg
32, Dreams of Roses (Bewitching Fairy Tales #7), Celeste Baxendell, 4.80 avg rating - 41 ratings, 93, 1, https://www.goodreads.com/book/show/63840955-dreams-of-roses, https://www.goodreads.com/author/show/20953179.Celeste_Baxendell, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1669406656i/63840955.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1669406656i/63840955._SX50_.jpg
33, Panther's Bride (Love's Enchanted Tales #6), Kimberly A. Rogers, 4.10 avg rating - 73 ratings, 93, 1, https://www.goodreads.com/book/show/42608922-panther-s-bride, https://www.goodreads.com/author/show/13573575.Kimberly_A_Rogers, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1541119268i/42608922.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1541119268i/42608922._SY75_.jpg
34, The Stepsister and the Slipper (A Villain's Ever After #4), Nina Clare, 4.08 avg rating - 533 ratings, 93, 1, https://www.goodreads.com/book/show/58235552-the-stepsister-and-the-slipper, https://www.goodreads.com/author/show/15997441.Nina_Clare, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1625645667i/58235552.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1625645667i/58235552._SY75_.jpg
35, The Wild Swans (Timeless Fairy Tales #2), K.M. Shea, 3.94 avg rating - 3.374 ratings, 93, 1, https://www.goodreads.com/book/show/22046015-the-wild-swans, https://www.goodreads.com/author/show/6893644.K_M_Shea, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1399412930i/22046015.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1399412930i/22046015._SY75_.jpg
36, Of Chivalry and Revenge, Celeste Baxendell, 4.34 avg rating - 83 ratings, 92, 1, https://www.goodreads.com/book/show/76625454-of-chivalry-and-revenge, https://www.goodreads.com/author/show/20953179.Celeste_Baxendell, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1673551547i/76625454.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1673551547i/76625454._SY75_.jpg
37, Dancer (Love's Enchanted Tales #8), Kimberly A. Rogers, 4.02 avg rating - 44 ratings, 92, 1, https://www.goodreads.com/book/show/44543092-dancer, https://www.goodreads.com/author/show/13573575.Kimberly_A_Rogers, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1553048155i/44543092.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1553048155i/44543092._SY75_.jpg
38, The Swan King, Nina Clare, 3.85 avg rating - 287 ratings, 92, 1, https://www.goodreads.com/book/show/45857840-the-swan-king, https://www.goodreads.com/author/show/15997441.Nina_Clare, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1558009416i/45857840.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1558009416i/45857840._SY75_.jpg
39, Swan Lake (Timeless Fairy Tales #7), K.M. Shea, 4.15 avg rating - 2.378 ratings, 92, 1, https://www.goodreads.com/book/show/30487769-swan-lake, https://www.goodreads.com/author/show/6893644.K_M_Shea, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1465550128i/30487769.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1465550128i/30487769._SY75_.jpg
40, Thorn (Dauntless Path #1), Intisar Khanani, 4.01 avg rating - 12.709 ratings, 91, 1, https://www.goodreads.com/book/show/51265989-thorn, https://www.goodreads.com/author/show/5780445.Intisar_Khanani, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1563394270l/51265989SY75_.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1563394270l/51265989._SX50_SY75_.jpg
41, Dragon's Bane (Love's Enchanted Tales Book 10), Kimberly A. Rogers, 4.36 avg rating - 47 ratings, 91, 1, https://www.goodreads.com/book/show/50402573-dragon-s-bane, https://www.goodreads.com/author/show/13573575.Kimberly_A_Rogers, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1578824638i/50402573.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1578824638i/50402573._SY75_.jpg
42, The Thirteenth Princess, Nina Clare, 4.12 avg rating - 365 ratings, 91, 1, https://www.goodreads.com/book/show/32903995-the-thirteenth-princess, https://www.goodreads.com/author/show/15997441.Nina_Clare, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1478542876i/32903995.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1478542876i/32903995._SX50_.jpg
43, Puss in Boots (Timeless Fairy Tales #6), K.M. Shea, 4.31 avg rating - 2.701 ratings, 91, 1, https://www.goodreads.com/book/show/26048941-puss-in-boots, https://www.goodreads.com/author/show/6893644.K_M_Shea, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1440833902i/26048941.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440833902i/26048941._SY75_.jpg
44, Traitor's Masque (Andari Chronicles #1), Kenley Davidson, 4.08 avg rating - 2.538 ratings, 90, 1, https://www.goodreads.com/book/show/28193548-traitor-s-masque, https://www.goodreads.com/author/show/14701473.Kenley_Davidson, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1560296803i/28193548.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1560296803i/28193548._SY75_.jpg
45, Love's Enchanted Tales the Collection Vol. 3: Books 7-10, Kimberly A. Rogers, 4.50 avg rating - 4 ratings, 90, 1, https://www.goodreads.com/book/show/57016754-love-s-enchanted-tales-the-collection-vol-3, https://www.goodreads.com/author/show/13573575.Kimberly_A_Rogers, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1612929654i/57016754.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1612929654i/57016754._SX50_.jpg
46, The Reluctant Wife: a King Thrushbeard fairy tale, Nina Clare, 4.08 avg rating - 186 ratings, 90, 1, https://www.goodreads.com/book/show/35651980-the-reluctant-wife, https://www.goodreads.com/author/show/15997441.Nina_Clare, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1499773256i/35651980.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1499773256i/35651980._SY75_.jpg
47, Sleeping Beauty (Timeless Fairy Tales #8), K.M. Shea, 4.21 avg rating - 2.207 ratings, 90, 1, https://www.goodreads.com/book/show/33299873-sleeping-beauty, https://www.goodreads.com/author/show/6893644.K_M_Shea, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1481311820i/33299873.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1481311820i/33299873._SY75_.jpg
48, A Beautiful Curse (Entwined Tales #4), Kenley Davidson, 4.29 avg rating - 1.024 ratings, 89, 1, https://www.goodreads.com/book/show/38224173-a-beautiful-curse, https://www.goodreads.com/author/show/14701473.Kenley_Davidson, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1517149412i/38224173.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1517149412i/38224173._SY75_.jpg
49, Love's Enchanted Tales The Collection Vol. 2: Books 3-6, Kimberly A. Rogers, it was amazing 5.00 avg rating - 6 ratings, 89, 1, https://www.goodreads.com/book/show/54650426-love-s-enchanted-tales-the-collection-vol-2, https://www.goodreads.com/author/show/13573575.Kimberly_A_Rogers, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1595527601i/54650426.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1595527601i/54650426._SX50_.jpg
50, Magic and Matchmaking (The Jane Austen Fairy Tales #1), Nina Clare, 3.41 avg rating - 49 ratings, 89, 1, https://www.goodreads.com/book/show/54426025-magic-and-matchmaking, https://www.goodreads.com/author/show/15997441.Nina_Clare, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1594094874i/54426025.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1594094874i/54426025._SX50_.jpg
51, Rumpelstiltskin (Timeless Fairy Tales #4), K.M. Shea, 4.36 avg rating - 3.616 ratings, 89, 1, https://www.goodreads.com/book/show/38590385-rumpelstiltskin, https://www.goodreads.com/author/show/6893644.K_M_Shea, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1518705600i/38590385.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1518705600i/38590385._SY75_.jpg
52, Path of Secrets (Andari Chronicles #6), Kenley Davidson, 4.13 avg rating - 574 ratings, 88, 1, https://www.goodreads.com/book/show/46212891-path-of-secrets, https://www.goodreads.com/author/show/14701473.Kenley_Davidson, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1560004069i/46212891.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1560004069i/46212891._SY75_.jpg
53, Love's Enchanted Tales The Collection Vol. 1: Books 1-2, Kimberly A. Rogers, 4.67 avg rating - 12 ratings, 88, 1, https://www.goodreads.com/book/show/53596631-love-s-enchanted-tales-the-collection-vol-1, https://www.goodreads.com/author/show/13573575.Kimberly_A_Rogers, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1590716131i/53596631.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1590716131i/53596631._SX50_.jpg
54, The Earl of Highmott Hall: A Regency Cinderella, Nina Clare, 3.90 avg rating - 116 ratings, 88, 1, https://www.goodreads.com/book/show/56120950-the-earl-of-highmott-hall, https://www.goodreads.com/author/show/15997441.Nina_Clare, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1606771643i/56120950.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1606771643i/56120950._SX50_.jpg
55, The Frog Prince (Timeless Fairy Tales #9), K.M. Shea, 4.31 avg rating - 2.036 ratings, 88, 1, https://www.goodreads.com/book/show/36513159-the-frog-prince, https://www.goodreads.com/author/show/6893644.K_M_Shea, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1509505631i/36513159.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1509505631i/36513159._SY75_.jpg
56, Shadow and Thorn (Andari Chronicles #4), Kenley Davidson, 4.23 avg rating - 951 ratings, 87, 1, https://www.goodreads.com/book/show/34568425-shadow-and-thorn, https://www.goodreads.com/author/show/14701473.Kenley_Davidson, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1560296892i/34568425.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1560296892i/34568425._SY75_.jpg
57, Dragon's Fire (Love's Further Enchanted Tales Book 1), Kimberly A. Rogers, 4.38 avg rating - 37 ratings, 87, 1, https://www.goodreads.com/book/show/56375796-dragon-s-fire, https://www.goodreads.com/author/show/13573575.Kimberly_A_Rogers, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1608599847i/56375796.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1608599847i/56375796._SX50_.jpg
58, Die With Your Lord (Bluebeard's Secret #4), Sarah K.L. Wilson, 4.40 avg rating - 470 ratings, 87, 1, https://www.goodreads.com/book/show/60680885-die-with-your-lord, https://www.goodreads.com/author/show/5322773.Sarah_K_L_Wilson, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1648085793i/60680885.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1648085793i/60680885._SY75_.jpg
59, The Little Selkie (Timeless Fairy Tales #5), K.M. Shea, 4.31 avg rating - 3.061 ratings, 87, 1, https://www.goodreads.com/book/show/28452447-the-little-selkie, https://www.goodreads.com/author/show/6893644.K_M_Shea, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1451963681i/28452447.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1451963681i/28452447._SY75_.jpg
60, Pirouette (Andari Chronicles #3), Kenley Davidson, 4.20 avg rating - 1.069 ratings, 86, 1, https://www.goodreads.com/book/show/50227172-pirouette, https://www.goodreads.com/author/show/14701473.Kenley_Davidson, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1577826192i/50227172.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1577826192i/50227172._SY75_.jpg
61, A Goose Girl (Entwined Tales #1), K.M. Shea, 3.94 avg rating - 1.974 ratings, 86, 1, https://www.goodreads.com/book/show/38232723-a-goose-girl, https://www.goodreads.com/author/show/6893644.K_M_Shea, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1517244414i/38232723.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1517244414i/38232723._SY75_.jpg
62, Snow White (Timeless Fairy Tales #11), K.M. Shea, 4.33 avg rating - 1.681 ratings, 86, 1, https://www.goodreads.com/book/show/43130053-snow-white, https://www.goodreads.com/author/show/6893644.K_M_Shea, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1543973859i/43130053.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1543973859i/43130053._SY75_.jpg
63, Goldheart (Andari Chronicles #2), Kenley Davidson, 4.09 avg rating - 1.338 ratings, 85, 1, https://www.goodreads.com/book/show/50227095-goldheart, https://www.goodreads.com/author/show/14701473.Kenley_Davidson, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1577825920i/50227095.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1577825920i/50227095._SY75_.jpg
