Index, Title, Author, Rating, Score, Vote, Link, Author_Link, Image, Image_Small 
48, Saint Odd (Odd Thomas #7), Dean Koontz, 4.18 avg rating - 20.710 ratings, 486, 5, https://www.goodreads.com/book/show/15722284-saint-odd, https://www.goodreads.com/author/show/9355.Dean_Koontz, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1403303609i/15722284.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403303609i/15722284._SY75_.jpg
49, Torment (Fallen #2), Lauren Kate, 3.85 avg rating - 229.105 ratings, 483, 5, https://www.goodreads.com/book/show/7740152-torment, https://www.goodreads.com/author/show/2905297.Lauren_Kate, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1362339749i/7740152.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362339749i/7740152._SY75_.jpg
50, Our Souls at Night, Kent Haruf, 3.92 avg rating - 71.520 ratings, 478, 5, https://www.goodreads.com/book/show/23602562-our-souls-at-night, https://www.goodreads.com/author/show/16266.Kent_Haruf, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1418766517i/23602562jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1418766517i/23602562._SX50_.jpg
51, Rain on the Dead (Sean Dillon #21), Jack Higgins, 3.78 avg rating - 2.525 ratings, 396, 4, https://www.goodreads.com/book/show/20821202-rain-on-the-dead, https://www.goodreads.com/author/show/19706.Jack_Higgins, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1396830412i/20821202.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1396830412i/20821202._SY75_.jpg
52, Full Force and Effect (Jack Ryan #10), Mark Greaney, 4.26 avg rating - 10.888 ratings, 394, 4, https://www.goodreads.com/book/show/22825382-full-force-and-effect, https://www.goodreads.com/author/show/2961590.Mark_Greaney, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1412530776i/22825382.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1412530776i/22825382._SY75_.jpg
53, Burned (Fever #7), Karen Marie Moning, 4.17 avg rating - 36.673 ratings, 392, 4, https://www.goodreads.com/book/show/12444297-burned, https://www.goodreads.com/author/show/48206.Karen_Marie_Moning, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1407503200i/12444297.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1407503200i/12444297._SY75_.jpg
54, Hope to Die (Alex Cross #22), James Patterson, 4.20 avg rating - 27.722 ratings, 389, 4, https://www.goodreads.com/book/show/20800147-hope-to-die, https://www.goodreads.com/author/show/3780.James_Patterson, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1414130505i/20800147.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1414130505i/20800147._SY75_.jpg
55, Mightier Than the Sword (The Clifton Chronicles #5), Jeffrey Archer, 4.17 avg rating - 31.563 ratings, 388, 4, https://www.goodreads.com/book/show/21853645-mightier-than-the-sword, https://www.goodreads.com/author/show/4820.Jeffrey_Archer, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1407772906i/21853645.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1407772906i/21853645._SY75_.jpg
56, Dreaming Spies (Mary Russell and Sherlock Holmes #13), Laurie R. King, 4.08 avg rating - 9.172 ratings, 383, 4, https://www.goodreads.com/book/show/22318363-dreaming-spies, https://www.goodreads.com/author/show/6760.Laurie_R_King, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1401917932i/22318363jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1401917932i/22318363._SX50_.jpg
57, Pope Joan, Donna Woolfolk Cross, 4.08 avg rating - 69.853 ratings, 383, 4, https://www.goodreads.com/book/show/6587628-pope-joan, https://www.goodreads.com/author/show/44605.Donna_Woolfolk_Cross, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1583092537i/6587628.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1583092537i/6587628._SY75_.jpg
58, Funny Girl, Nick Hornby, 3.40 avg rating - 29.734 ratings, 364, 4, https://www.goodreads.com/book/show/22749994-funny-girl, https://www.goodreads.com/author/show/2929.Nick_Hornby, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1415127744i/22749994.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1415127744i/22749994._SY75_.jpg
59, The Buried Giant, Kazuo Ishiguro, 3.56 avg rating - 95.868 ratings, 297, 3, https://www.goodreads.com/book/show/22522805-the-buried-giant, https://www.goodreads.com/author/show/4280.Kazuo_Ishiguro, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1451444392i/22522805jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1451444392i/22522805._SX50_.jpg
60, Private Vegas (Private #9), James Patterson, 3.78 avg rating - 13.781 ratings, 296, 3, https://www.goodreads.com/book/show/21423303-private-vegas, https://www.goodreads.com/author/show/3780.James_Patterson, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1394568740i/21423303.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1394568740i/21423303._SY75_.jpg
61, Crash & Burn (Tessa Leoni #3), Lisa Gardner, 4.03 avg rating - 21.355 ratings, 295, 3, https://www.goodreads.com/book/show/22571612-crash-burn, https://www.goodreads.com/author/show/18282.Lisa_Gardner, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1403630851i/22571612.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403630851i/22571612._SY75_.jpg
62, Four: A Divergent Story Collection (Divergent #0.1-0.4), Veronica Roth, 3.97 avg rating - 210.066 ratings, 293, 3, https://www.goodreads.com/book/show/18126198-four, https://www.goodreads.com/author/show/4039811.Veronica_Roth, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1393687572i/18126198.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1393687572i/18126198._SY75_.jpg
63, Last to Die (Rizzoli & Isles #10), Tess Gerritsen, 4.12 avg rating - 31.526 ratings, 292, 3, https://www.goodreads.com/book/show/13272498-last-to-die, https://www.goodreads.com/author/show/18149.Tess_Gerritsen, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388194995i/13272498.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388194995i/13272498._SY75_.jpg
64, Cold Cold Heart, Tami Hoag, 3.89 avg rating - 16.022 ratings, 292, 3, https://www.goodreads.com/book/show/18693918-cold-cold-heart, https://www.goodreads.com/author/show/9890.Tami_Hoag, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1382937667i/18693918.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1382937667i/18693918._SY75_.jpg
65, Somewhere Safe with Somebody Good (Mitford Years #12), Jan Karon, 4.28 avg rating - 13.205 ratings, 288, 3, https://www.goodreads.com/book/show/20702311-somewhere-safe-with-somebody-good, https://www.goodreads.com/author/show/40552.Jan_Karon, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1400863027i/20702311.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1400863027i/20702311._SY75_.jpg
66, The Accidental Empress (Sisi #1), Allison Pataki, 3.90 avg rating - 16.940 ratings, 284, 3, https://www.goodreads.com/book/show/22609307-the-accidental-empress, https://www.goodreads.com/author/show/7155436.Allison_Pataki, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1424053674i/22609307.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1424053674i/22609307._SY75_.jpg
67, What She Left Behind, Ellen Marie Wiseman, 3.96 avg rating - 51.887 ratings, 278, 3, https://www.goodreads.com/book/show/19802332-what-she-left-behind, https://www.goodreads.com/author/show/5416814.Ellen_Marie_Wiseman, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1438168510i/19802332jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438168510i/19802332._SX50_.jpg
68, Trigger Warning: Short Fictions and Disturbances, Neil Gaiman, 3.92 avg rating - 58.663 ratings, 273, 3, https://www.goodreads.com/book/show/22522808-trigger-warning, https://www.goodreads.com/author/show/1221698.Neil_Gaiman, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1415036119i/22522808jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1415036119i/22522808._SX50_.jpg
69, Seveneves, Neal Stephenson, really liked it 4.00 avg rating - 110.237 ratings, 200, 2, https://www.goodreads.com/book/show/22816087-seveneves, https://www.goodreads.com/author/show/545.Neal_Stephenson, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1449142000i/22816087.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1449142000i/22816087._SY75_.jpg
70, A Knight of the Seven Kingdoms (The Tales of Dunk and Egg #1-3), George R.R. Martin, 4.22 avg rating - 81.324 ratings, 200, 2, https://www.goodreads.com/book/show/18635622-a-knight-of-the-seven-kingdoms, https://www.goodreads.com/author/show/346732.George_R_R_Martin, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1423281810i/18635622.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1423281810i/18635622._SY75_.jpg
71, The Girl in the Spider's Web (Millennium #4), David Lagercrantz, 3.79 avg rating - 153.945 ratings, 200, 2, https://www.goodreads.com/book/show/25196214-the-girl-in-the-spider-s-web, https://www.goodreads.com/author/show/242659.David_Lagercrantz, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1427843609i/25196214jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1427843609i/25196214._SX50_.jpg
72, The Fifth Gospel, Ian Caldwell, 3.73 avg rating - 10.525 ratings, 198, 2, https://www.goodreads.com/book/show/22609406-the-fifth-gospel, https://www.goodreads.com/author/show/11111.Ian_Caldwell, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1423486137i/22609406.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1423486137i/22609406._SY75_.jpg
73, A Thousand Pieces of You (Firebird #1), Claudia Gray, 3.90 avg rating - 56.377 ratings, 198, 2, https://www.goodreads.com/book/show/17234658-a-thousand-pieces-of-you, https://www.goodreads.com/author/show/1192311.Claudia_Gray, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1400166295i/17234658.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1400166295i/17234658._SY75_.jpg
74, Shadows (The Rephaim #1), Paula Weston, 3.96 avg rating - 7.989 ratings, 197, 2, https://www.goodreads.com/book/show/13414835-shadows, https://www.goodreads.com/author/show/5446913.Paula_Weston, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1337426703i/13414835.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1337426703i/13414835._SY75_.jpg
75, The Assassin (Isaac Bell #8), Clive Cussler, 4.05 avg rating - 5.404 ratings, 196, 2, https://www.goodreads.com/book/show/22571740-the-assassin, https://www.goodreads.com/author/show/18411.Clive_Cussler, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1405293598i/22571740.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405293598i/22571740._SY75_.jpg
76, Die Again (Rizzoli & Isles #11), Tess Gerritsen, 4.19 avg rating - 28.342 ratings, 196, 2, https://www.goodreads.com/book/show/21489683-die-again, https://www.goodreads.com/author/show/18149.Tess_Gerritsen, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1395144977i/21489683.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1395144977i/21489683._SY75_.jpg
77, Insatiable Appetites (Stone Barrington #32), Stuart Woods, 3.86 avg rating - 5.523 ratings, 196, 2, https://www.goodreads.com/book/show/22521941-insatiable-appetites, https://www.goodreads.com/author/show/3936.Stuart_Woods, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1406505908i/22521941.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1406505908i/22521941._SY75_.jpg
78, The Fixer, Joseph Finder, 3.71 avg rating - 7.357 ratings, 196, 2, https://www.goodreads.com/book/show/23281921-the-fixer, https://www.goodreads.com/author/show/63460.Joseph_Finder, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1414349079i/23281921.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1414349079i/23281921._SY75_.jpg
